auc_delta	cluster	cluster_top_signature	collection	dataset_id	doi	evidence_note	expected_cluster_label	leading_overlap_genes	mean_metric_background	mean_metric_in_pathway	notes	overlap_marker_genes	overlap_n	p_adj_bh	p_value	panel	pathway_name	pathway_priority_label	pathway_size_in_ranked_genes	ranked_gene_n	reference	reference_marker_genes	significant_fdr_0_05	status	summary_id	support_status	url	value
0.18042007698919904	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AKT1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;TACC3	4.025106823328084	4.746487211298059				0.0037456002081649002	0.0006140674144090062	figure4_pathway_top_hits	REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	background_significant_pathway	27	3000			True					
0.08085792812796255	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;ANAPC15;ANAPC5;ANAPC7;ANKLE2;ARPP19;AURKB;BIRC5;BUB3;CCNB1;CCNB2;CCP110;CDC16;CDC20;CDCA5;CDCA8;CDK1;CENPA;CENPE;CENPF;CENPH;CENPK;CENPM;CENPN;CENPQ;CENPT;CENPU;CEP164;CEP57;CETN2	4.014076636913397	4.392262462231753				0.003823326477412538	0.0006313335094561528	figure4_pathway_top_hits	REACTOME_M_PHASE	background_significant_pathway	139	3000			True					
0.058871252204585556	1	ductal_malignant_context	reactome	pdac_gse154778				ACIN1;ADRM1;AKT1;ANP32A;BMS1;BUD31;C1D;C9ORF78;CCAR1;CCDC12;CDC5L;CHERP;CHTOP;CNOT1;CNOT11;CNOT8;CPSF1;CPSF2;CPSF6;CSNK1D;CSNK1E;CTNNBL1;CWC15;CWC27;CWF19L2;DCAF13;DCPS;DDX1;DDX21;DDX39A	4.016122297489599	4.188088401158651				0.0041256388874424295	0.0006965163117015482	figure4_pathway_top_hits	REACTOME_METABOLISM_OF_RNA	background_significant_pathway	270	3000			True					
0.16135061433342524	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;ANAPC15;ANAPC5;ANAPC7;CCNA2;CDC16;CDC6;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7	4.0232850880907325	4.779117699825402				0.004172707815335619	0.00070524639132433	figure4_pathway_top_hits	REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6	background_significant_pathway	33	3000			True					
0.08952186222082414	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;ANAPC15;ANAPC5;ANAPC7;AURKB;BABAM1;BARD1;BIRC5;BUB3;CCNA2;CCNB1;CCNB2;CDC16;CDC20;CDC6;CDCA8;CDK1;CENPA;CENPE;CENPF;CENPH;CENPK;CENPM;CENPN;CENPQ;CENPT;CENPU;CHEK1;CKAP5;CLSPN	4.017078877732828	4.413088943741538				0.00417932212488064	0.0007071491520220576	figure4_pathway_top_hits	REACTOME_CELL_CYCLE_CHECKPOINTS	background_significant_pathway	110	3000			True					
0.15388832658569496	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;DERL2;ERLEC1;FUZ;GSK3B;IFT172;IFT57;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7	4.023914715056478	4.664292362001207				0.004315846193559753	0.0007398556415054196	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_HEDGEHOG	background_significant_pathway	36	3000			True					
0.17614705186181812	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;DVL1;DVL3;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8	4.025106759733758	4.746494213740031				0.004603546889312261	0.0008005416750240665	figure4_pathway_top_hits	REACTOME_DEGRADATION_OF_DVL	background_significant_pathway	27	3000			True					
0.16317539303990702	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;BMP2;CBFB;GSK3B;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;STAT1;STUB1	4.024960678006792	4.667402821202432				0.004930768516281052	0.0008731858611930577	figure4_pathway_top_hits	REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	background_significant_pathway	31	3000			True					
0.14249999999999996	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AKT1;AKT2;CCNA2;CCND1;CDC25B;CDK4;CKS1B;E2F4;MAX;MNAT1;MYC;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13	4.023718451325958	4.6147781133651735				0.005346498603681396	0.0009658838792002824	figure4_pathway_top_hits	REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	background_significant_pathway	40	3000			True					
0.16109475331109635	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;LTBR;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;TNFRSF12A;TNFRSF14;TNFRSF1A;TRAF2	4.025083876250368	4.655603608777446				0.005492828258646803	0.0009995400155171366	figure4_pathway_top_hits	REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	background_significant_pathway	31	3000			True					
0.14368847507018734	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AP2A1;AP2B1;DAAM1;DVL1;DVL3;GNB1;GNB2;GNG12;ITPR3;MYC;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14	4.024565622502288	4.579851752833316				0.006202950077491996	0.0011508947749412379	figure4_pathway_top_hits	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	background_significant_pathway	38	3000			True					
0.11613610258093254	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;BABAM1;BARD1;CCNA2;CCNB1;CCNB2;CDC6;CDK1;CHEK1;CLSPN;DBF4;GTSE1;HERC2;KAT5;MCM3;MCM4;MCM5;MCM7;ORC6;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3	4.021989022607628	4.519069585306891				0.006448300149675201	0.0012085264881456996	figure4_pathway_top_hits	REACTOME_G2_M_CHECKPOINTS	background_significant_pathway	58	3000			True					
0.15218923307902077	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;CCNA2;CDC6;CDT1;MCM3;MCM4;MCM5;MCM7;ORC6;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3	4.024750899416773	4.647327936056889				0.006825411473795103	0.0013009939241130572	figure4_pathway_top_hits	REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	background_significant_pathway	33	3000			True					
0.10609601958109305	1	ductal_malignant_context	reactome	pdac_gse154778				ACIN1;ADD1;ADRM1;AKT1;AKT2;APIP;BAD;BAK1;BCL2L1;BID;C1QBP;CASP6;CASP8;CDH1;CLSPN;DAPK1;DFFA;DNM1L;DSG2;DSP;DYNLL2;FNTA;HMGB2;KPNA1;KPNB1;LMNB1;MAGED1;MAPK3;NMT1;OCLN	4.021799765618729	4.454129818607779				0.007142884828415057	0.0013695559455045585	figure4_pathway_top_hits	REACTOME_APOPTOSIS	manuscript_interpretable_candidate	68	3000			True					
0.10609601958109305	1	ductal_malignant_context	reactome	pdac_gse154778				ACIN1;ADD1;ADRM1;AKT1;AKT2;APIP;BAD;BAK1;BCL2L1;BID;C1QBP;CASP6;CASP8;CDH1;CLSPN;DAPK1;DFFA;DNM1L;DSG2;DSP;DYNLL2;FNTA;HMGB2;KPNA1;KPNB1;LMNB1;MAGED1;MAPK3;NMT1;OCLN	4.021799765618729	4.454129818607779				0.007142884828415057	0.0013695559455045585	figure4_pathway_interpretable_hits	REACTOME_APOPTOSIS	manuscript_interpretable_candidate	68	3000			True					
0.1641391078638723	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;EP300;HIGD1A;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;UBE2D2	4.025308620480477	4.699304299695151				0.007161350865891357	0.0013765608874674962	figure4_pathway_top_hits	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	manuscript_interpretable_candidate	28	3000			True					
0.1641391078638723	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;EP300;HIGD1A;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;UBE2D2	4.025308620480477	4.699304299695151				0.007161350865891357	0.0013765608874674962	figure4_pathway_interpretable_hits	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	manuscript_interpretable_candidate	28	3000			True					
0.10188560918421308	1	ductal_malignant_context	reactome	pdac_gse154778				ADI1;ADRM1;AHCY;AIMP1;AIMP2;ALDH7A1;ALDH9A1;AMD1;APIP;ASL;ASNS;ASS1;BCAT2;BCKDK;CKB;DLD;ECHS1;EEF1E1;ENOPH1;ETHE1;FAH;GCDH;GCSH;GOT1;GOT2;GPT2;GRHPR;HIBADH;HIBCH;HSD17B10	4.022410958465717	4.4000118497299825				0.007447814487571772	0.0014504006804905028	figure4_pathway_top_hits	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	background_significant_pathway	73	3000			True					
0.15374460826388814	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;DERL1;DERL2;ERLEC1;ERLIN1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RNF5	4.025245128315521	4.640159822279407				0.008051481098290954	0.0015921520369014792	figure4_pathway_top_hits	REACTOME_ABC_TRANSPORTER_DISORDERS	background_significant_pathway	31	3000			True					
0.15374460826388814	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;DERL1;DERL2;ERLEC1;ERLIN1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RNF5	4.025245128315521	4.640159822279407				0.008051481098290954	0.0015921520369014792	figure4_pathway_top_hits	REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	background_significant_pathway	31	3000			True					
0.1425391737891738	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB10;PSMB2;PSMB4;PSMB5;PSMB7;PSMB8;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD10;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;PSMD9;PSME3	4.025136281523788	4.563716722859277				0.008163642813542702	0.0016189308565448064	figure4_pathway_top_hits	REACTOME_PROTEASOME_ASSEMBLY	background_significant_pathway	36	3000			True					
0.16112886944818305	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;CCNA2;CHEK1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;TP53	4.025403722940191	4.689209852899824				0.008259500131561678	0.0016456957069646836	figure4_pathway_top_hits	REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	background_significant_pathway	28	3000			True					
0.1263658582440308	1	ductal_malignant_context	reactome	pdac_gse154778				ABL1;ADRM1;AKT1;AKT2;BMP2;CBFB;CCNB1;CCND1;CDK1;CDK4;GSK3B;HDAC3;HDAC6;MAPK3;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11	4.023711067044795	4.549589718712701				0.008859963710238016	0.0017853034856498387	figure4_pathway_top_hits	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	background_significant_pathway	45	3000			True					
0.08324368780327329	1	ductal_malignant_context	reactome	pdac_gse154778				ACAA1;ACLY;ACTR10;ACTR1B;ADAM10;APEH;ATAD3B;ATP11A;ATP6V1D;C1ORF35;CAB39;CAND1;CANT1;CAPN1;CAT;CCT2;CCT8;CDA;CEACAM6;CKAP4;COMMD9;COPB1;COTL1;CPNE3;CXCL1;DDOST;DERA;DGAT1;DIAPH1;DNAJC3	4.021995145998677	4.296398026602609				0.009136700041662492	0.001853077191548449	figure4_pathway_top_hits	REACTOME_NEUTROPHIL_DEGRANULATION	background_significant_pathway	105	3000			True					
0.15892376466064217	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;CBFB;EP300;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;SRC	4.025240599306884	4.70652426140649				0.009214719748861391	0.0018723618344165306	figure4_pathway_top_hits	REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	background_significant_pathway	28	3000			True					
0.1586053162853297	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;HRAS;NRAS;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RASA1	4.025365262381321	4.693292166505541				0.00932654341757449	0.0019073438087772055	figure4_pathway_top_hits	REACTOME_REGULATION_OF_RAS_BY_GAPS	background_significant_pathway	28	3000			True					
0.16130981300843394	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB10;PSMB2;PSMB4;PSMB5;PSMB7;PSMB8;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8	4.025438457957992	4.7099705537160235				0.009387670166846114	0.0019268964304906674	figure4_pathway_top_hits	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	manuscript_interpretable_candidate	27	3000			True					
0.16130981300843394	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB10;PSMB2;PSMB4;PSMB5;PSMB7;PSMB8;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8	4.025438457957992	4.7099705537160235				0.009387670166846114	0.0019268964304906674	figure4_pathway_interpretable_hits	REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	manuscript_interpretable_candidate	27	3000			True					
0.13766179274110424	1	ductal_malignant_context	reactome	pdac_gse154778				ABCC3;ABCD3;ABCF1;ADRM1;DERL1;DERL2;EIF2S1;EIF2S2;ERLEC1;ERLIN1;PEX19;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14	4.02523301237546	4.541414183539313				0.009584885825810505	0.0019745764790449058	figure4_pathway_top_hits	REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	background_significant_pathway	37	3000			True					
0.15667660065372047	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;BMP4;EP300;LFNG;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8	4.025482583013871	4.680839419364929				0.010146561730559762	0.0021322070566190373	figure4_pathway_top_hits	REACTOME_FORMATION_OF_PARAXIAL_MESODERM	background_significant_pathway	28	3000			True					
0.11763389830508475	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AP1G1;AP1M2;AP1S1;AP1S3;AP2A1;AP2B1;HMGA1;KPNA1;KPNB1;NUP107;NUP35;NUP37;NUP50;NUP62;NUP85;NUP98;PSIP1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4	4.023870975607532	4.487567248344422				0.01017203502114283	0.0021399526550655796	figure4_pathway_top_hits	REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	background_significant_pathway	50	3000			True					
0.1503086419753087	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AKT1;AKT2;CSNK2A1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;STUB1;XIAP	4.025607023255191	4.624829379717509				0.01066289287533808	0.0022767529012693703	figure4_pathway_top_hits	REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	background_significant_pathway	30	3000			True					
0.13729569650622286	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;CBFB;CCND1;EP300;JAG1;MYC;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8	4.025075088467514	4.56875495115916				0.010691533829754457	0.0022848761499080885	figure4_pathway_top_hits	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	background_significant_pathway	36	3000			True					
0.14057355916068381	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;BMP4;CDH1;EP300;GATA6;LFNG;OCLN;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7	4.025226543420726	4.587523902163786				0.010985710491815976	0.0023807530342827487	figure4_pathway_top_hits	REACTOME_GASTRULATION	background_significant_pathway	34	3000			True					
0.14479973888140163	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AP2A1;AP2B1;DAAM1;DVL1;DVL3;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8	4.025037389318898	4.640211530029774				0.011010602277299731	0.002388215141836843	figure4_pathway_top_hits	REACTOME_PCP_CE_PATHWAY	background_significant_pathway	32	3000			True					
0.1362177788484702	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;CASP8;IRAK1;NFKB1;NFKBIB;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RELA	4.025063033610532	4.5853098801204135				0.012444303906679792	0.0027622849235108948	figure4_pathway_top_hits	REACTOME_INTERLEUKIN_1_SIGNALING	background_significant_pathway	35	3000			True					
0.08242450930605028	1	ductal_malignant_context	reactome	pdac_gse154778				AGRN;AKT1;AKT2;ANO1;AP2A1;AP2B1;BCL2L1;BECN1;BRD4;BRMS1;CAV1;CHD4;CHMP2B;CHMP3;CHMP4A;CHMP4C;COMT;CRB3;DDOST;EDEM2;EP300;FKBP4;FNTA;FURIN;G3BP1;GANAB;GATAD2A;GEMIN6;GEMIN7;GOLGA7	4.021520564361477	4.33323239296982				0.012759962730890067	0.0028395410020853953	figure4_pathway_top_hits	REACTOME_SARS_COV_INFECTIONS	low_specificity_housekeeping_or_infection_proxy	97	3000			True					
0.14379230543573918	1	ductal_malignant_context	reactome	pdac_gse154778				ABL1;ADRM1;CBFB;KMT2A;MNAT1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;TCF3	4.025413348563154	4.624048663723853				0.012984259962569675	0.0029039390504419487	figure4_pathway_top_hits	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	background_significant_pathway	31	3000			True					
0.22018490381396305	1	ductal_malignant_context	reactome	pdac_gse154778				CDC6;CDK1;CDT1;DHFR;E2F4;HDAC1;PCNA;RBBP4;RBL2;RRM2;TFDP1;TK1;TYMS	4.027995389083336	4.859654866732084				0.013520084552437597	0.0030391626684070994	figure4_pathway_top_hits	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	background_significant_pathway	13	3000			True					
0.09682710055372767	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AKT1;AKT2;AP2A1;AP2B1;CAV1;CBY1;CSNK1E;CSNK1G2;CSNK2A1;CTBP1;CTBP2;CTNNBIP1;DAAM1;DKK1;DVL1;DVL3;EP300;GNB1;GNB2;GNG12;GSK3B;HDAC1;ITPR3;KAT5;LRP5;LRP6;MYC;PPP2CA;PPP2CB	4.02463451031936	4.331902297104106				0.013830082509016468	0.003129624304857248	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_WNT	background_significant_pathway	68	3000			True					
0.23505885215487088	1	ductal_malignant_context	reactome	pdac_gse154778				ANKLE2;CCNB1;CCNB2;CDK1;KPNB1;LBR;LMNB1;PPP2CA;PPP2R1A;TMPO;VRK1	4.028261326036552	4.938603357835249				0.015170781786180152	0.003518993812637583	figure4_pathway_top_hits	REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	background_significant_pathway	11	3000			True					
0.11066440677966105	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;BECN1;CCNA2;CCP110;CDC20;CLSPN;HGS;MAT2B;MYC;OTUB1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2	4.024613484204826	4.443759241104126				0.015420079760226158	0.0035994665055326036	figure4_pathway_top_hits	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	background_significant_pathway	50	3000			True					
0.13340406965213603	1	ductal_malignant_context	reactome	pdac_gse154778				ACO2;BCS1L;CHCHD3;CHCHD5;CHCHD7;CMC2;COA4;COA6;COQ2;COX19;CS;CYC1;DNAJC19;GFER;GRPEL1;IDH3G;MTX1;MTX2;PMPCB;SAMM50;SLC25A13;SLC25A4;TIMM10;TIMM10B;TIMM17A;TIMM17B;TIMM23;TIMM50;TIMM8A;TIMM8B	4.027506199786571	4.388657408602097				0.015777050447361357	0.0036946444897388944	figure4_pathway_top_hits	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	background_significant_pathway	34	3000			True					
0.10693637917677712	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;AKT1;AKT2;CAV1;CBY1;CSNK1E;CSNK1G2;CSNK2A1;CTBP1;CTNNBIP1;DKK1;DVL1;DVL3;EP300;GSK3B;HDAC1;KAT5;LRP5;LRP6;MYC;PPP2CA;PPP2CB;PPP2R1A;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5	4.025233318816212	4.385568866189921				0.015978276967741775	0.0037657723182189535	figure4_pathway_top_hits	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	background_significant_pathway	53	3000			True					
0.14526052682176505	1	ductal_malignant_context	reactome	pdac_gse154778				ADRM1;NFKB1;NFKBIB;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD6;PSMD7;PSMD8;RELA	4.025725202476995	4.655087096350534				0.016918214593948423	0.004028600207535512	figure4_pathway_top_hits	REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	background_significant_pathway	28	3000			True					
0.10486598275125092	1	ductal_malignant_context	reactome	pdac_gse154778				ABL1;ACTL6A;ADRM1;ARID1A;CBFB;CCND1;CCND3;CDK6;CSNK2A1;DPY30;EP300;HDAC1;KMT2A;MNAT1;OCLN;PBRM1;PML;PRMT1;PSMA3;PSMA4;PSMA5;PSMA6;PSMB2;PSMB4;PSMB5;PSMB7;PSMC1;PSMC2;PSMC3;PSMC4	4.024280218469474	4.430892904599507				0.017095991409261456	0.004086985364129546	figure4_pathway_top_hits	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	background_significant_pathway	54	3000			True					
